Name,Street Address,Location,Address,Latitude,Longitude,Type 1,Type 2,Type 3,Reviews,Out of 5,No of Reviews,Number of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,Price_Range
Trabocco,2213 S Shore Ctr,"Alameda, CA 94501-8073","2213 S Shore Ctr, Alameda, CA 94501-8073",37.7573089,-122.2516963,Italian,Mediterranean,Vegetarian Friendly,4.5 of 5 bubbles,4.5,335 reviews,335,,510-521-1152,https://www.tripadvisor.com//Restaurant_Review-g29073-d5452256-Reviews-Trabocco-Alameda_California.html,Check The Website for a Menu,$$ - $$$
Emory's on Silver Lake,11830 19th Ave SE,"Everett, WA 98208-6006","11830 19th Ave SE, Everett, WA 98208-6006",47.8898318,-122.207284,American,Bar,Seafood,4.5 of 5 bubbles,4.5,336 reviews,336,"A group dinner. Staff very personable. The view was tranquil. The food was delicious. Maybe a little on the spendy side, though well worth it. Will be dining there again.",+1 425-337-7772,https://www.tripadvisor.com//Restaurant_Review-g58466-d636873-Reviews-Emory_s_on_Silver_Lake-Everett_Washington.html,Check The Website for a Menu,$$ - $$$
Fig Tree Restaurant,515 Villita St,"San Antonio, TX 78205","515 Villita St, San Antonio, TX 78205",29.4218493,-98.4882017,International,Vegetarian Friendly,Gluten Free Options,4.5 of 5 bubbles,4.5,336 reviews,336,"This was our first dinner in San Antonio and it certainly set the bar very high for all others. The setting is unique and romantic. We sat outside at a 2 top and enjoyed the elevated view down to the Riverwalk. Service was professional, but...More",+1 210-224-1976,https://www.tripadvisor.com//Restaurant_Review-g60956-d437243-Reviews-Fig_Tree_Restaurant-San_Antonio_Texas.html,Check The Website for a Menu,$$$$
Savor,28 Old Falls St,"Niagara Falls, NY 14303-1280","28 Old Falls St, Niagara Falls, NY 14303-1280",43.0862732,-79.0625215,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,337 reviews,337,"They seem to drop the salt shaker in the soup and if you decline soup or try to substitute it, they ignore you and give you soup anyway.
Their root vegetable salad is very good though.
Be careful eating there if you have food allergies.",+1 716-210-2580,https://www.tripadvisor.com//Restaurant_Review-g48261-d3747142-Reviews-Savor-Niagara_Falls_New_York.html,Check The Website for a Menu,$$ - $$$
Bavarian Grill,221 W Parker Rd Ste 257,"Plano, TX 75023-6914","221 W Parker Rd Ste 257, Plano, TX 75023-6914",33.0402401,-96.7058392,German,European,Central European,4.5 of 5 bubbles,4.5,338 reviews,338,"Good German food and better German beer, large selection of German Beer on Draft. The food is generous and the music is great on the weekends",+1 972-881-0705,https://www.tripadvisor.com//Restaurant_Review-g56463-d460653-Reviews-Bavarian_Grill-Plano_Texas.html,Check The Website for a Menu,$$ - $$$
Duane's Prime Steaks and Seafood,3649 Mission Inn Ave,"Riverside, CA 92501-3308","3649 Mission Inn Ave, Riverside, CA 92501-3308",33.9832925,-117.3729697,American,Steakhouse,Gluten Free Options,4.5 of 5 bubbles,4.5,338 reviews,338,,+1 951-341-6767,https://www.tripadvisor.com//Restaurant_Review-g32978-d497123-Reviews-Duane_s_Prime_Steaks_and_Seafood-Riverside_California.html,Check The Website for a Menu,$$$$
Rivoli Restaurant,1539 Solano Ave,"Berkeley, CA 94707-2119","1539 Solano Ave, Berkeley, CA 94707-2119",37.891183,-122.2863228,Vegetarian Friendly,Vegan Options,Gluten Free Options,4.5 of 5 bubbles,4.5,338 reviews,338,,+1 510-526-2542,https://www.tripadvisor.com//Restaurant_Review-g32066-d367230-Reviews-Rivoli_Restaurant-Berkeley_California.html,Check The Website for a Menu,$$$$
Flex Mussels,174 E 82nd St,"New York City, NY 10028-1839","174 E 82nd St, New York City, NY 10028-1839",40.7763134,-73.9564863,Seafood,Gluten Free Options,,4.5 of 5 bubbles,4.5,339 reviews,339,"Get the Thai mussels, you will not be disappointed, had clam strips as an appetizer and they came out phenomenal with an excellent house tartar sauce. Had with “the one with tequila in it” for drink and was perfect citrus/spicy accent to the whole meal....More",+1 212-717-7772,https://www.tripadvisor.com//Restaurant_Review-g60763-d1238523-Reviews-Flex_Mussels-New_York_City_New_York.html,Check The Website for a Menu,$$ - $$$
Umami Burger,500 Broadway,"Santa Monica, CA 90401-2406","500 Broadway, Santa Monica, CA 90401-2406",34.0157655,-118.4919662,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,339 reviews,339,,+1 310-451-1614,https://www.tripadvisor.com//Restaurant_Review-g33052-d2191296-Reviews-Umami_Burger-Santa_Monica_California.html,Check The Website for a Menu,$$ - $$$
Hula Grill,940 Boardwalk,"Ocean City, NJ 08226-3537","940 Boardwalk, Ocean City, NJ 08226-3537",39.274926,-74.572925,American,Seafood,Polynesian,4.5 of 5 bubbles,4.5,340 reviews,340,"We stop by Hulas every time we come to OC. Great food, fair prices, large portions. This place probably has the best food on the boardwalk. The only complaint I have is that there aren't more of them around. Highly recommend the Chicken platter",+1 609-399-2400,https://www.tripadvisor.com//Restaurant_Review-g46696-d438838-Reviews-Hula_Grill-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Liholiho Yacht Club,871 Sutter St,"San Francisco, CA 94109-6168","871 Sutter St, San Francisco, CA 94109-6168",37.7882263,-122.4146051,Asian,Hawaiian,Vegetarian Friendly,4.5 of 5 bubbles,4.5,341 reviews,341,,+1 415-440-5446,https://www.tripadvisor.com//Restaurant_Review-g60713-d7627146-Reviews-Liholiho_Yacht_Club-San_Francisco_California.html,https://liholihoyachtclub.com/menu-liholiho-dinner/,$$ - $$$
Canali's Restaurant,126 Mariaville Rd,"Schenectady, NY 12306-1429","126 Mariaville Rd, Schenectady, NY 12306-1429",42.793068,-73.9919454,Italian,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,342 reviews,342,"We were a party of 10... We had a reservation and were immediately seated... The enviroment was pleasantly decorated and we were able to speak around our table with relative ease. Everyone ordered a different entree and every serving was GIANT! Noone went home hungry,...More",+1 518-355-5323,https://www.tripadvisor.com//Restaurant_Review-g48572-d882769-Reviews-Canali_s_Restaurant-Schenectady_New_York.html,Check The Website for a Menu,$$ - $$$
Steakhouse 85,85 Church St,"New Brunswick, NJ 08901-1242","85 Church St, New Brunswick, NJ 08901-1242",40.4963294,-74.4433406,American,Steakhouse,Vegetarian Friendly,4.5 of 5 bubbles,4.5,342 reviews,342,"Went here a couple of days ago with a friend for a reunion of sorts. Easy to get to with parking available at the parking deck across the street. Nice setup inside, definitely a steakhouse feel.

Started out with Long Island Little Neck Clams and...More",+1 732-247-8585,https://www.tripadvisor.com//Restaurant_Review-g46664-d1804192-Reviews-Steakhouse_85-New_Brunswick_New_Jersey.html,Check The Website for a Menu,$$$$
Istanbul Grill,6204 S Cooper St,"Arlington, TX 76001-5700","6204 S Cooper St, Arlington, TX 76001-5700",32.6443653,-97.1343392,Mediterranean,Turkish,Middle Eastern,4.5 of 5 bubbles,4.5,343 reviews,343,"We were a group of 4 couples who went for dinner on a Saturday evening. Each of us ordered a different entree and each entree was excellent in taste, presentation, and portion size. I ordered Hunkar Begendi which is Pureed eggplant topped w/ baked cuts...More",+1 817-557-3377,https://www.tripadvisor.com//Restaurant_Review-g30183-d2394362-Reviews-Istanbul_Grill-Arlington_Texas.html,Check The Website for a Menu,$$ - $$$
Over the Moon Cafe,709 Opera Aly,"Tacoma, WA 98402-3704","709 Opera Aly, Tacoma, WA 98402-3704",47.2529105,-122.4417426,American,Gluten Free Options,Vegan Options,4.5 of 5 bubbles,4.5,343 reviews,343,Warm environment with the sweetest handwritten love notes in a box at each table. Delicious meal plus to die for turtle pie dessert that we shared. This is my favorite hidden date nite in Tacoma.,+1 253-284-3722,https://www.tripadvisor.com//Restaurant_Review-g58775-d782395-Reviews-Over_the_Moon_Cafe-Tacoma_Washington.html,Check The Website for a Menu,$$ - $$$
Long Beach Cafe,615 E Ocean Blvd,"Long Beach, CA 90802-5014","615 E Ocean Blvd, Long Beach, CA 90802-5014",33.7666436,-118.1846501,American,Cafe,Greek,4.5 of 5 bubbles,4.5,344 reviews,344,,+1 562-436-6037,https://www.tripadvisor.com//Restaurant_Review-g32648-d468029-Reviews-Long_Beach_Cafe-Long_Beach_California.html,Check The Website for a Menu,$
Altura Restaurant,617 Broadway E,"Seattle, WA 98102-5025","617 Broadway E, Seattle, WA 98102-5025",47.6248116,-122.3213711,Italian,Vegetarian Friendly,,4.5 of 5 bubbles,4.5,345 reviews,345,"I don't attend fancy dinners, but decided to splurge once with another couple. Simply amazing! The food had layers of flavor that literally became the topic of conversation until the next dish. Drinks were endless and the atmosphere melted away as the focus was on...More",+1 206-402-6749,https://www.tripadvisor.com//Restaurant_Review-g60878-d3206583-Reviews-Altura_Restaurant-Seattle_Washington.html,https://alturarestaurant.com/assets/pdf/Altura%2520Dinner%2520Menu.pdf,$$$$
The Capital Grille,2000 Route 38,"Cherry Hill, NJ 08002-2100","2000 Route 38, Cherry Hill, NJ 08002-2100",39.942495,-75.0255696,American,Steakhouse,Gluten Free Options,4.5 of 5 bubbles,4.5,345 reviews,345,"Special family occasion - places us in a cramped corner, where we had to pass plates down the table since server couldn’t reach all guests. Porcini ribeye was burned. Out if 7 people, only one appetizer was placed properly, and only one salad. The server...More",+1 856-665-5252,https://www.tripadvisor.com//Restaurant_Review-g46354-d1447574-Reviews-The_Capital_Grille-Cherry_Hill_New_Jersey.html,Check The Website for a Menu,$$$$
Delancey Street Restaurant,600 The Embarcadero,"San Francisco, CA 94107-2116","600 The Embarcadero, San Francisco, CA 94107-2116",37.7843081,-122.3885411,American,International,Vegetarian Friendly,4.5 of 5 bubbles,4.5,346 reviews,346,,+1 415-512-5179,https://www.tripadvisor.com//Restaurant_Review-g60713-d447668-Reviews-Delancey_Street_Restaurant-San_Francisco_California.html,Check The Website for a Menu,$$ - $$$
Vidalia Restaurant,21 Phillips Ave,"Lawrenceville, NJ 08648-1072","21 Phillips Ave, Lawrenceville, NJ 08648-1072",40.2977187,-74.7306778,Italian,International,Vegetarian Friendly,4.5 of 5 bubbles,4.5,346 reviews,346,"We had my mothers 80th Birthday celebration with 45 people on a wonderful Sunday afternoon on February 2nd. We continue to get calls from guests how wonderful the ambiance, food and service were. It was perfecto! Couldn’t imagine a better party for my mother.",+1 609-896-4444,https://www.tripadvisor.com//Restaurant_Review-g46560-d544633-Reviews-Vidalia_Restaurant-Lawrenceville_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Tomato Street,6220 N Division St,"Spokane, WA 99208-1032","6220 N Division St, Spokane, WA 99208-1032",47.7145233,-117.4106839,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,348 reviews,348,"We have made a point of going here for lunch every time we have been in Spokane for the last 8-9 years. It has always been delicious, and the service has been fast and friendly. It is just a fun place to go. And it...More",+1 509-484-4500,https://www.tripadvisor.com//Restaurant_Review-g58759-d509758-Reviews-Tomato_Street-Spokane_Washington.html,Check The Website for a Menu,$$ - $$$
Obao,222 E 53rd Street,"New York City, NY 10022-5205","222 E 53rd Street, New York City, NY 10022-5205",40.7571525,-73.9685544,Vietnamese,Fusion,Vegetarian Friendly,4.5 of 5 bubbles,4.5,349 reviews,349,Cery good Vietnamese food with affordable prices. New York in a pocket . I will be back very soo. Thank you!,+1 212-308-5588,https://www.tripadvisor.com//Restaurant_Review-g60763-d3263717-Reviews-Obao-New_York_City_New_York.html,Check The Website for a Menu,$$ - $$$
18 Oaks,23808 Resort Parkway,"San Antonio, TX 78261","23808 Resort Parkway, San Antonio, TX 78261",29.6654311,-98.4003283,American,Steakhouse,Gluten Free Options,4.5 of 5 bubbles,4.5,350 reviews,350,"This was my 3rd time here for brunch and I will always recommend. Amazing food, great customer service and I had the pleasure of Jacob M being our server he made our dining experience outstanding. Highly recommend",+1 210-491-5825,https://www.tripadvisor.com//Restaurant_Review-g60956-d1987818-Reviews-18_Oaks-San_Antonio_Texas.html,Check The Website for a Menu,$$$$
Acquerello,1722 Sacramento St,"San Francisco, CA 94109-3619","1722 Sacramento St, San Francisco, CA 94109-3619",37.7915485,-122.421442,Contemporary,Italian,Vegetarian Friendly,4.5 of 5 bubbles,4.5,350 reviews,350,,+1 415-567-5432,https://www.tripadvisor.com//Restaurant_Review-g60713-d370438-Reviews-Acquerello-San_Francisco_California.html,Check The Website for a Menu,$$$$
La Isla Restaurant,104 Washington St,"Hoboken, NJ 07030-4604","104 Washington St, Hoboken, NJ 07030-4604",40.73773,-74.0311135,Caribbean,Latin,Cuban,4.5 of 5 bubbles,4.5,350 reviews,350,"The experience was horrible. We dropped in for lunch. The food was tasteless, the service was slow and lacking in pleasantries. When the food was delivered to the table it was “thrown” onto the table as opposed to carefully placing in front of the patron....More",+1 201-659-8197,https://www.tripadvisor.com//Restaurant_Review-g46515-d459511-Reviews-La_Isla_Restaurant-Hoboken_New_Jersey.html,Check The Website for a Menu,$$ - $$$
Lazy Dog Restaurant & Bar,3525 W Carson St,"Torrance, CA 90503-5738","3525 W Carson St, Torrance, CA 90503-5738",33.8310336,-118.3497562,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,350 reviews,350,,+1 310-921-6080,https://www.tripadvisor.com//Restaurant_Review-g33182-d1069423-Reviews-Lazy_Dog_Restaurant_Bar-Torrance_California.html,http://www.lazydogrestaurants.com/menu,$$ - $$$
Faicco's Pork Store,260 Bleecker St,"New York City, NY 10014-4128","260 Bleecker St, New York City, NY 10014-4128",40.7311374,-74.0030889,Italian,,,4.5 of 5 bubbles,4.5,351 reviews,351,We visited Faicco's in New York to get a submarine sandwich (hero) for lunch. The place was very busy and it is take away only. The meats and sausages looked amazing in the butchers counter but we were just in for two hero's and a...More,+1 212-243-1974,https://www.tripadvisor.com//Restaurant_Review-g60763-d492626-Reviews-Faicco_s_Pork_Store-New_York_City_New_York.html,Check The Website for a Menu,$
Lili's Bistro,1310 W Magnolia Ave,"Fort Worth, TX 76104-4340","1310 W Magnolia Ave, Fort Worth, TX 76104-4340",32.7308404,-97.3399886,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,351 reviews,351,Amazing & Romantic place! Went for Valentines Day & enjoyed every second! I had the flounder and it was spectacular. Will return soon!,+1 817-877-0700,https://www.tripadvisor.com//Restaurant_Review-g55857-d654047-Reviews-Lili_s_Bistro-Fort_Worth_Texas.html,Check The Website for a Menu,$$ - $$$
MIX Kitchen and Bar,205 Elmira Rd,"Ithaca, NY 14850-5301","205 Elmira Rd, Ithaca, NY 14850-5301",42.4302923,-76.5031614,Fusion,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,351 reviews,351,"We go to MIX every couple of weeks for breakfast. Omelets, French toast and pancakes are all marvelous! Our server has been Tristan on most occasions and I recommend him most highly!",+1 607-319-4248,https://www.tripadvisor.com//Restaurant_Review-g47958-d10624330-Reviews-MIX_Kitchen_and_Bar-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu,$$ - $$$
Up Thai restaurant,1411 2nd Ave,"New York City, NY 10021-3771","1411 2nd Ave, New York City, NY 10021-3771",40.769951,-73.9578638,Asian,Thai,Vegetarian Friendly,4.5 of 5 bubbles,4.5,351 reviews,351,Just found this little gem in New york. What a find food was fantastic and service was amazing. My friend and I had the $11 lunch special which was more than enough food . I had my favorite green thai curry and absolutely loved it....More,+1 212-256-1188,https://www.tripadvisor.com//Restaurant_Review-g60763-d6000258-Reviews-Up_Thai_restaurant-New_York_City_New_York.html,http://www.upthainyc.com/front/menu,$$ - $$$
Tender Greens,201 Arizona Ave,"Santa Monica, CA 90401-1203","201 Arizona Ave, Santa Monica, CA 90401-1203",34.0165086,-118.498599,American,Contemporary,Vegan Options,4.5 of 5 bubbles,4.5,352 reviews,352,,310-587-2777,https://www.tripadvisor.com//Restaurant_Review-g33052-d2401031-Reviews-Tender_Greens-Santa_Monica_California.html,Check The Website for a Menu,$$ - $$$
5th Avenue Sandwich Shop,117 5th Ave SE,"Olympia, WA 98501-1121","117 5th Ave SE, Olympia, WA 98501-1121",47.0438577,-122.900594,American,Soups,Vegetarian Friendly,4.5 of 5 bubbles,4.5,353 reviews,353,This place has the best egg salad sandwiches. Plus if you ask they will add pickles! Their pies are also homemade and I can recommend anything with chocolate,+1 360-705-3393,https://www.tripadvisor.com//Restaurant_Review-g58653-d2515293-Reviews-5th_Avenue_Sandwich_Shop-Olympia_Washington.html,Check The Website for a Menu,$$ - $$$
Brasserie 292,292 Main St,"Poughkeepsie, NY 12601-3108","292 Main St, Poughkeepsie, NY 12601-3108",41.7033362,-73.9273731,European,French,Vegetarian Friendly,4.5 of 5 bubbles,4.5,353 reviews,353,This used to be one of our favorite restaurants. We had such a bad experience for dinner last night we probably will never go back again. Looks like the staff was too busy for us. We seemed to be ignored which turned a simple dinner...More,+1 845-473-0292,https://www.tripadvisor.com//Restaurant_Review-g48443-d2236462-Reviews-Brasserie_292-Poughkeepsie_New_York.html,http://www.brasserie292.com/menus/,$$ - $$$
Dirt Candy,86 Allen St,"New York City, NY 10002-3014","86 Allen St, New York City, NY 10002-3014",40.7178703,-73.9907414,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,353 reviews,353,This was truly the worst meal we've ever eaten (4 of us dined this evening). We stopped for a slice of pizza on the way home so that we could have something edible. Cauliflower ice cream? Are you serious? Each dish that came made us...More,+1 212-228-7732,https://www.tripadvisor.com//Restaurant_Review-g60763-d1236468-Reviews-Dirt_Candy-New_York_City_New_York.html,Check The Website for a Menu,$$ - $$$
Palenque Grill La Plaza Mall,2200 S 10th St Ste S21,"McAllen, TX 78503-1600","2200 S 10th St Ste S21, McAllen, TX 78503-1600",26.188286,-98.2354402,Mexican,Vegan Options,Vegetarian Friendly,4.5 of 5 bubbles,4.5,353 reviews,353,Love this place. Excellent food!!!! Always very attentive and ready to serve. I had the volcanes. They are appetizers and enough to be a meal! Recommend 100%.,+1 956-994-8181,https://www.tripadvisor.com//Restaurant_Review-g56255-d1008282-Reviews-Palenque_Grill_La_Plaza_Mall-McAllen_Texas.html,Check The Website for a Menu,$$ - $$$
Triangle Diner,400 Maple Ave,"Saratoga Springs, NY 12866-5527","400 Maple Ave, Saratoga Springs, NY 12866-5527",43.0957767,-73.7725381,American,Diner,Vegetarian Friendly,4.5 of 5 bubbles,4.5,354 reviews,354,"The Triangle Diner is the place to go for breakfast if you are anywhere near Saratoga Springs, NY. The servings are plentiful, the menu diverse and the food is simply delicious! From French toast and pancakes and biscuits and sausage gravy, to corned beef hash,...More",+1 518-583-6368,https://www.tripadvisor.com//Restaurant_Review-g48562-d413799-Reviews-Triangle_Diner-Saratoga_Springs_New_York.html,Check The Website for a Menu,$
Broadway Burger Bar,2801 Pacific Ave,"Atlantic City, NJ 08401-6347","2801 Pacific Ave, Atlantic City, NJ 08401-6347",39.3539088,-74.4457116,American,Bar,Vegetarian Friendly,4.5 of 5 bubbles,4.5,356 reviews,356,"Hubby and I had lunch and we were absolutely stuffed! If I wasn't in a casino, I'd probably unbutton my jeans. Everything was delicious and our waitress was phenomenal! I wish I remembered her name. She went above and beyond to check on jitney schedules/stops...More",+1 609-317-4660,https://www.tripadvisor.com//Restaurant_Review-g29750-d4480344-Reviews-Broadway_Burger_Bar-Atlantic_City_New_Jersey.html,Check The Website for a Menu,$$ - $$$
The Mouzon House,1 York St,"Saratoga Springs, NY 12866-2309","1 York St, Saratoga Springs, NY 12866-2309",43.084782,-73.7820291,French,Cajun & Creole,American,4.5 of 5 bubbles,4.5,356 reviews,356,Wonderful dinner but expensive. $25 mac & cheese! We would visit more often but bringing friends can be difficult due to prices. Great food!,+1 518-226-0014,https://www.tripadvisor.com//Restaurant_Review-g48562-d653604-Reviews-The_Mouzon_House-Saratoga_Springs_New_York.html,Check The Website for a Menu,$$$$
Angeline's Louisiana Kitchen,2261 Shattuck Ave,"Berkeley, CA 94704-1432","2261 Shattuck Ave, Berkeley, CA 94704-1432",37.8682447,-122.2675492,American,Cajun & Creole,Vegetarian Friendly,4.5 of 5 bubbles,4.5,358 reviews,358,,+1 510-548-6900,https://www.tripadvisor.com//Restaurant_Review-g32066-d660951-Reviews-Angeline_s_Louisiana_Kitchen-Berkeley_California.html,Check The Website for a Menu,$$ - $$$
Shawn O'Donnell's American Grill and Irish Pub,122 128th St SE,"Everett, WA 98208-6336","122 128th St SE, Everett, WA 98208-6336",47.8819123,-122.230402,American,Irish,Bar,4.5 of 5 bubbles,4.5,358 reviews,358,My wife and I drop in several times of year and realize it should be more often. The food and beverage choices are extensive and not a looser on the list! Shawn and his staff always provide the best in hospitality as well as serving...More,+1 425-338-5700,https://www.tripadvisor.com//Restaurant_Review-g58466-d822078-Reviews-Shawn_O_Donnell_s_American_Grill_and_Irish_Pub-Everett_Washington.html,https://docs.wixstatic.com/ugd/580208_6c31469f654b46d8afb475c9ff22e236.pdf,$$ - $$$
EastWind,1133 Boardwalk,"Atlantic City, NJ 08401-7329","1133 Boardwalk, Atlantic City, NJ 08401-7329",39.3585983,-74.4220598,Singaporean,Chinese,Asian,4.5 of 5 bubbles,4.5,359 reviews,359,Food was awesome and staff was even better!!! Second time we’ve been here and it was wonderful! I don’t know if the food of staff was better! Will continue to dine here !,+1 609-340-6110,https://www.tripadvisor.com//Restaurant_Review-g29750-d5241345-Reviews-EastWind-Atlantic_City_New_Jersey.html,https://resortsac.com/wp-content/uploads/2019/02/eastwind-menu-02-19.pdf,$$ - $$$
Palenque Grill Loop 20,7220 Bob Bullock Loop,"Laredo, TX 78041-2058","7220 Bob Bullock Loop, Laredo, TX 78041-2058",27.5611995,-99.4445665,Steakhouse,Seafood,Mexican,4.5 of 5 bubbles,4.5,359 reviews,359,This is a very high end clean restaurant with really great food. I had the Fajitas de Pollo and it was unbelievable ! You will get the best bang for the buck here High end facilities with a cheap price. Highly recommend.,+1 956-516-7600,https://www.tripadvisor.com//Restaurant_Review-g56137-d1117288-Reviews-Palenque_Grill_Loop_20-Laredo_Texas.html,https://palenquegrill.com/menu/,$$ - $$$
Bacchus Wine Bar & Restaurant,54 W Chippewa St,"Buffalo, NY 14202-2206","54 W Chippewa St, Buffalo, NY 14202-2206",42.8902693,-78.8748778,American,Wine Bar,International,4.5 of 5 bubbles,4.5,360 reviews,360,"Caesar salad was o.k. but the dressing had very little flavor. The potato croutons were actually the highlight of the meal and were yummy.
The rib eye was one of the most disgusting things I've ever had at any restaurant anywhere. I ordered it medium...More",+1 716-854-9463,https://www.tripadvisor.com//Restaurant_Review-g60974-d518251-Reviews-Bacchus_Wine_Bar_Restaurant-Buffalo_New_York.html,Check The Website for a Menu,$$$$
Michael's Restaurant,3011 Pine Ave,"Niagara Falls, NY 14301-2445","3011 Pine Ave, Niagara Falls, NY 14301-2445",43.0949065,-79.0252827,Italian,Pizza,American,4.5 of 5 bubbles,4.5,360 reviews,360,"We loved how fast the dinner came out. As quickly as dinner was, we never felt rushed to leave. The food was great, the prices were good. Glad that we found it.",+1 716-282-4043,https://www.tripadvisor.com//Restaurant_Review-g48261-d389412-Reviews-Michael_s_Restaurant-Niagara_Falls_New_York.html,Check The Website for a Menu,$$ - $$$
Perry's Steakhouse & Grille- San Antonio,15900 La Cantera Pkwy Ste 22200,"San Antonio, TX 78256-2466","15900 La Cantera Pkwy Ste 22200, San Antonio, TX 78256-2466",29.5915628,-98.614716,American,Steakhouse,Gluten Free Options,4.5 of 5 bubbles,4.5,360 reviews,360,My wife and I enjoyed dinner here and it was wonderful. I ordered the pork chop not knowing it was a signature dish. It was truly spectacular in taste and size! I worked on the leftover for a couple of days. Perry's is not cheap...More,+1 210-558-6161,https://www.tripadvisor.com//Restaurant_Review-g60956-d2446492-Reviews-Perry_s_Steakhouse_Grille_San_Antonio-San_Antonio_Texas.html,Check The Website for a Menu,$$$$
The Keg Steakhouse + Bar Las Colinas,859 W John Carpenter Fwy,"Irving, TX 75039-2304","859 W John Carpenter Fwy, Irving, TX 75039-2304",32.8900766,-96.9584548,American,Steakhouse,Bar,4.5 of 5 bubbles,4.5,360 reviews,360,"So here is an honest review of the worst steak house in DFW. After looking over the menu, I finally decided on steak and shrimp (the menu is not very broad by the way). In my head I’m like there’s no way I can Go...More",+1 972-556-9188,https://www.tripadvisor.com//Restaurant_Review-g56032-d465043-Reviews-The_Keg_Steakhouse_Bar_Las_Colinas-Irving_Texas.html,Check The Website for a Menu,$$ - $$$
Song E Napule,146 W Houston St,"New York City, NY 10012-2561","146 W Houston St, New York City, NY 10012-2561",40.7281815,-74.0018494,Italian,Pizza,Mediterranean,4.5 of 5 bubbles,4.5,361 reviews,361,Make sure you have a reservation since the place is tiny. We were vegetarians and really enjoyed the gnocchi and vegetarian pizza. Servers were extremely friendly and amazing vibe,+1 212-533-1242,https://www.tripadvisor.com//Restaurant_Review-g60763-d8319600-Reviews-Song_E_Napule-New_York_City_New_York.html,Check The Website for a Menu,$$ - $$$
Grappa '72 Ristorante,818 Central Ave,"Albany, NY 12206-1543","818 Central Ave, Albany, NY 12206-1543",42.678959,-73.7903017,Italian,Vegan Options,Vegetarian Friendly,4.5 of 5 bubbles,4.5,362 reviews,362,"Friends raved about this place. We must have hit a bad night as things were just not right in many ways. The wait staff tries hard, but must be coached to serve the ladies first, take their orders first, etc. The water person did a...More",+1 518-482-7200,https://www.tripadvisor.com//Restaurant_Review-g29786-d1752527-Reviews-Grappa_72_Ristorante-Albany_New_York.html,Check The Website for a Menu,$$ - $$$
Rocco's,2228 2nd Ave,"Seattle, WA 98121-2017","2228 2nd Ave, Seattle, WA 98121-2017",47.614016,-122.3451161,Italian,American,Bar,4.5 of 5 bubbles,4.5,362 reviews,362,Around $40 for the whole pie but you can do 50:50 on the topping for to get 2 different pies. Or order by the slice if you prefer. Pizza are huge 20 inches. Decent drinks choice & nice touch with the cucumber water,+1 206-448-2625,https://www.tripadvisor.com//Restaurant_Review-g60878-d4932034-Reviews-Rocco_s-Seattle_Washington.html,Check The Website for a Menu,$$ - $$$
The Waterboy,2000 Capitol Ave,"Sacramento, CA 95811-4215","2000 Capitol Ave, Sacramento, CA 95811-4215",38.5731094,-121.4812559,American,Vegetarian Friendly,Vegan Options,4.5 of 5 bubbles,4.5,362 reviews,362,,+1 916-498-9891,https://www.tripadvisor.com//Restaurant_Review-g32999-d378960-Reviews-The_Waterboy-Sacramento_California.html,Check The Website for a Menu,$$$$
Vitek's Market,1600 Speight Ave,"Waco, TX 76706-2051","1600 Speight Ave, Waco, TX 76706-2051",31.5363473,-97.1283874,American,Barbecue,,4.5 of 5 bubbles,4.5,363 reviews,363,"Wasn’t expecting such a nice, newer restaurant. Didn’t know what to order but split a small gut package with my husband. It was soo good. Everything, brisket, beans, sausage and sauce were yummy.",+1 254-752-7591,https://www.tripadvisor.com//Restaurant_Review-g56833-d513359-Reviews-Vitek_s_Market-Waco_Texas.html,Check The Website for a Menu,$
Enchilada's Ole,901 N Sylvania Ave,"Fort Worth, TX 76111-2461","901 N Sylvania Ave, Fort Worth, TX 76111-2461",32.7759209,-97.3090053,Southwestern,Vegetarian Friendly,,4.5 of 5 bubbles,4.5,365 reviews,365,Love the chicken and the brisket enchiladas. Will be there when the new location off Forest Park opens!,+1 817-984-1360,https://www.tripadvisor.com//Restaurant_Review-g55857-d4274456-Reviews-Enchilada_s_Ole-Fort_Worth_Texas.html,http://enchiladasole.com/menu,$$ - $$$
